dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked
2, 05:00:00,35,50,0,0,1,0
5, 13:00:00,26,3,0,0,0,0
6, 15:00:00,36,12,0,0,1,0
6, 15:00:00,42,23,1,0,1,0
2, 15:00:00,21,16,0,0,1,1
1, 16:00:00,20,15,0,0,1,1
5, 09:00:00,63,27,0,0,0,0
1, 22:00:00,31,13,0,0,1,1
0, 06:00:00,47,36,0,0,1,0
0, 01:00:00,32,29,0,0,1,0
1, 16:00:00,49,3,0,0,0,0
4, 21:00:00,20,16,0,0,1,1
6, 01:00:00,60,31,0,0,0,0
5, 08:00:00,62,17,0,0,1,0
0, 00:00:00,32,5,0,0,1,0
5, 05:00:00,68,34,0,1,1,1
0, 01:00:00,23,22,0,0,1,1
0, 15:00:00,21,18,0,0,1,0
6, 22:00:00,26,28,0,0,1,0
1, 23:00:00,26,31,1,0,1,1
3, 17:00:00,50,29,0,0,1,0
4, 19:00:00,19,11,0,0,1,0
1, 01:00:00,33,29,0,0,1,0
6, 10:00:00,24,6,0,0,0,1
3, 18:00:00,40,1,0,0,0,0
2, 14:00:00,26,54,0,0,1,0
6, 21:00:00,16,11,0,0,1,0
2, 12:00:00,32,17,0,0,1,0
4, 15:00:00,46,19,1,0,1,0
2, 09:00:00,30,9,0,0,1,0
0, 09:00:00,38,9,0,1,0,0
3, 01:00:00,27,63,0,0,1,0
3, 18:00:00,20,42,0,1,1,0
4, 12:00:00,42,14,0,0,0,0
1, 02:00:00,23,36,0,0,1,0
3, 22:00:00,36,10,0,0,1,0
0, 14:00:00,29,42,1,1,1,0
5, 20:00:00,35,27,0,0,1,0
2, 19:00:00,28,14,0,1,1,0
4, 17:00:00,55,2,0,0,0,0
5, 10:00:00,18,6,0,0,1,0
4, 02:00:00,21,18,0,0,1,0
0, 04:00:00,35,25,1,1,1,0
2, 14:00:00,50,36,1,1,1,0
0, 15:00:00,22,17,0,0,1,1
3, 03:00:00,23,29,0,0,1,0
4, 23:00:00,33,11,0,0,1,0
4, 17:00:00,33,19,0,0,1,0
4, 15:00:00,40,10,0,0,1,0
0, 01:00:00,30,37,0,0,1,0
2, 13:00:00,19,11,0,0,0,0
2, 18:00:00,50,33,0,1,0,0
1, 04:00:00,55,29,0,0,0,0
3, 14:00:00,21,25,0,0,1,0
2, 01:00:00,31,27,0,0,1,0
3, 21:00:00,41,25,0,0,1,0
4, 02:00:00,32,91,0,0,1,0
3, 21:00:00,38,3,0,0,1,0
6, 16:00:00,21,13,0,0,0,0
5, 05:00:00,68,27,0,0,1,0
4, 19:00:00,32,5,0,0,1,0
1, 03:00:00,24,27,1,0,1,0
3, 20:00:00,27,48,0,1,0,0
5, 18:00:00,20,33,0,0,0,0
4, 22:00:00,34,34,0,0,1,0
3, 03:00:00,29,16,0,0,0,1
6, 15:00:00,23,15,0,0,1,0
3, 03:00:00,47,15,0,0,0,0
0, 16:00:00,53,19,0,0,0,0
3, 23:00:00,31,67,0,0,0,1
2, 19:00:00,22,8,0,0,1,0
0, 03:00:00,22,13,0,0,1,0
2, 17:00:00,39,8,1,0,0,0
3, 06:00:00,26,15,0,0,1,0
4, 19:00:00,32,25,0,0,0,0
6, 04:00:00,47,15,0,0,1,0
5, 03:00:00,22,19,0,0,1,0
5, 02:00:00,23,22,0,0,1,0
6, 14:00:00,25,20,0,0,0,0
6, 23:00:00,45,2,0,0,1,1
6, 18:00:00,19,24,0,0,1,0
4, 18:00:00,41,12,0,0,1,0
2, 07:00:00,31,47,0,0,1,1
0, 05:00:00,20,17,0,0,0,0
1, 07:00:00,48,36,1,0,1,0
1, 04:00:00,24,27,0,0,1,0
2, 18:00:00,59,5,0,0,1,0
4, 23:00:00,17,48,0,0,1,1
2, 14:00:00,48,9,0,0,0,0
0, 13:00:00,36,11,0,0,0,0
3, 23:00:00,22,10,0,0,0,0
2, 05:00:00,29,12,0,0,0,0
2, 20:00:00,47,20,0,0,1,0
1, 15:00:00,45,17,0,0,0,0
4, 04:00:00,21,20,0,0,1,0
2, 17:00:00,22,6,0,0,0,0
3, 02:00:00,34,38,0,0,1,0
5, 14:00:00,23,43,0,0,1,0
1, 07:00:00,26,28,0,0,1,0
5, 11:00:00,37,37,0,0,1,0
3, 03:00:00,33,19,0,0,0,1
1, 18:00:00,16,11,0,0,0,0
2, 17:00:00,51,7,0,1,0,0
2, 03:00:00,56,56,0,0,0,0
5, 18:00:00,23,24,0,0,0,0
3, 18:00:00,45,15,0,0,0,0
4, 16:00:00,41,20,0,0,0,0
1, 22:00:00,31,16,0,0,1,0
2, 22:00:00,59,41,0,1,1,0
0, 04:00:00,49,28,0,0,0,0
4, 03:00:00,32,2,0,1,0,0
2, 21:00:00,20,17,0,1,1,0
2, 20:00:00,27,21,0,0,0,0
6, 18:00:00,38,14,0,0,1,0
0, 03:00:00,29,22,0,1,1,0
4, 16:00:00,22,4,0,0,1,1
4, 20:00:00,23,32,0,0,1,0
4, 20:00:00,17,49,1,0,1,0
0, 01:00:00,21,3,0,0,1,0
1, 22:00:00,25,43,0,0,1,1
0, 03:00:00,25,18,0,1,1,0
1, 06:00:00,24,21,0,1,1,0
1, 19:00:00,42,2,0,1,0,0
4, 02:00:00,32,42,0,1,1,0
1, 12:00:00,49,9,0,1,1,0
3, 21:00:00,28,29,0,0,0,0
4, 04:00:00,20,15,0,0,1,0
6, 09:00:00,16,6,0,0,0,0
2, 17:00:00,45,37,0,0,1,0
3, 18:00:00,30,33,0,0,1,0
6, 02:00:00,31,24,0,0,1,1
4, 22:00:00,23,15,0,0,1,0
2, 03:00:00,20,21,0,0,0,0
3, 20:00:00,36,75,0,0,1,0
3, 21:00:00,67,15,0,1,0,0
0, 22:00:00,35,2,0,0,0,0
2, 17:00:00,34,2,0,0,1,0
3, 15:00:00,27,34,0,0,1,1
3, 15:00:00,22,8,0,0,0,0
5, 14:00:00,55,25,0,1,0,0
5, 17:00:00,24,26,0,0,1,0
5, 02:00:00,32,27,0,0,1,0
1, 16:00:00,49,24,0,0,1,0
1, 00:00:00,21,9,1,0,1,0
3, 01:00:00,24,12,0,0,0,0
5, 18:00:00,24,48,0,0,0,0
6, 17:00:00,32,7,0,0,0,0
2, 23:00:00,29,59,0,0,1,0
1, 21:00:00,22,34,0,0,1,0
0, 07:00:00,23,22,0,0,1,0
4, 16:00:00,32,32,0,0,1,0
3, 20:00:00,19,39,1,0,1,1
0, 17:00:00,34,2,0,0,0,0
3, 22:00:00,42,17,0,1,0,1
5, 15:00:00,27,10,0,0,1,0
4, 23:00:00,28,4,1,0,1,0
6, 07:00:00,26,25,0,1,1,0
4, 16:00:00,27,24,0,0,1,0
3, 02:00:00,21,1,0,0,0,1
2, 05:00:00,41,52,0,1,1,1
3, 22:00:00,36,38,0,0,0,0
1, 13:00:00,20,5,0,0,0,0
3, 14:00:00,51,20,0,0,0,0
6, 07:00:00,29,6,0,1,0,0
4, 17:00:00,31,14,0,0,1,0
6, 20:00:00,50,30,0,1,0,0
3, 20:00:00,17,6,0,0,0,0
2, 02:00:00,19,24,0,0,1,0
1, 19:00:00,38,23,0,1,1,0
3, 21:00:00,25,15,0,1,1,0
1, 03:00:00,45,16,0,1,1,0
4, 20:00:00,29,7,0,0,0,0
3, 14:00:00,33,51,0,1,1,0
4, 09:00:00,28,36,0,0,1,1
3, 08:00:00,27,4,0,1,0,0
0, 23:00:00,29,20,0,0,1,0
1, 08:00:00,41,10,0,0,1,0
3, 05:00:00,27,14,0,0,0,1
6, 02:00:00,34,12,0,1,1,0
2, 20:00:00,22,22,0,1,0,1
5, 00:00:00,49,25,0,0,1,1
4, 19:00:00,59,9,0,1,0,0
1, 15:00:00,42,7,0,0,0,1
0, 22:00:00,18,21,0,0,1,0
1, 15:00:00,21,4,0,0,1,0
4, 18:00:00,30,18,0,0,1,0
3, 14:00:00,27,5,0,0,1,0
1, 04:00:00,21,45,1,0,1,0
4, 18:00:00,28,41,0,1,1,0
0, 11:00:00,72,10,0,0,0,0
4, 03:00:00,23,16,0,0,0,0
0, 04:00:00,64,7,0,0,1,1
1, 13:00:00,47,3,0,0,1,1
6, 00:00:00,17,2,0,0,0,0
2, 03:00:00,30,10,0,0,1,1
5, 15:00:00,18,20,0,0,1,0
1, 20:00:00,31,8,0,0,0,0
0, 21:00:00,21,4,0,0,1,0
2, 02:00:00,26,47,0,1,0,0
0, 21:00:00,30,6,0,0,0,0
1, 13:00:00,33,5,0,1,0,0
4, 23:00:00,41,2,0,0,0,0
1, 17:00:00,44,9,0,0,0,0
3, 04:00:00,39,25,0,0,1,0
4, 07:00:00,34,17,0,0,0,0
1, 02:00:00,26,60,0,0,1,0
5, 05:00:00,20,32,0,0,1,0
4, 05:00:00,42,15,0,0,0,1
6, 08:00:00,28,12,0,0,0,1
5, 18:00:00,39,20,0,0,0,1
0, 03:00:00,44,7,0,0,0,0
2, 12:00:00,33,46,1,1,1,0
3, 00:00:00,41,59,1,0,1,0
3, 23:00:00,23,5,0,0,0,0
3, 02:00:00,21,16,0,1,0,0
2, 04:00:00,30,40,0,0,0,0
6, 01:00:00,22,12,0,1,1,0
5, 07:00:00,34,19,0,0,1,0
4, 02:00:00,26,7,0,0,1,0
1, 17:00:00,34,18,1,1,1,0
0, 03:00:00,22,38,0,1,1,0
5, 12:00:00,21,24,0,0,1,0
5, 19:00:00,18,53,0,1,1,0
0, 07:00:00,18,1,0,0,1,0
6, 23:00:00,29,6,0,0,1,1
4, 10:00:00,45,18,0,0,1,1
4, 00:00:00,23,14,0,0,1,0
6, 15:00:00,25,7,0,0,0,0
3, 20:00:00,23,40,0,0,1,1
1, 02:00:00,38,5,0,0,0,0
4, 04:00:00,20,16,0,0,1,0
6, 02:00:00,36,11,0,0,0,0
1, 21:00:00,44,8,0,0,0,0
6, 20:00:00,38,8,0,1,0,0
3, 17:00:00,34,22,1,0,1,0
3, 22:00:00,37,16,0,0,1,0
4, 19:00:00,49,24,1,1,1,1
0, 23:00:00,29,6,0,0,0,0
5, 09:00:00,25,16,0,0,0,0
4, 03:00:00,43,15,0,0,1,0
5, 12:00:00,76,4,0,0,0,0
0, 11:00:00,38,11,0,0,0,0
2, 08:00:00,20,30,0,0,1,0
6, 00:00:00,25,17,1,1,1,1
3, 14:00:00,41,11,0,0,0,0
1, 02:00:00,18,14,0,0,1,0
2, 14:00:00,20,26,0,0,0,0
2, 19:00:00,61,44,0,0,0,1
6, 07:00:00,52,4,0,0,0,0
0, 14:00:00,39,7,0,0,1,0
2, 21:00:00,56,18,0,0,0,0
2, 09:00:00,47,6,0,0,0,0
3, 01:00:00,19,36,0,0,1,0
3, 17:00:00,43,8,0,0,0,0
3, 16:00:00,53,2,0,0,0,0
3, 06:00:00,29,5,0,0,1,0
0, 11:00:00,17,14,0,0,1,1
5, 12:00:00,27,59,1,0,0,0
3, 05:00:00,57,29,0,0,1,0
4, 15:00:00,30,3,0,0,0,0
2, 19:00:00,42,57,0,0,0,0
1, 19:00:00,53,15,0,1,0,1
4, 08:00:00,46,2,0,0,0,0
5, 03:00:00,24,18,1,0,1,1
0, 04:00:00,21,36,0,0,1,0
5, 00:00:00,43,21,0,0,1,0
2, 06:00:00,30,22,0,0,1,0
2, 14:00:00,38,32,0,0,1,0
6, 09:00:00,73,15,0,0,1,0
2, 20:00:00,55,17,0,0,1,0
6, 03:00:00,28,5,1,0,0,0
2, 15:00:00,39,14,1,0,0,0
4, 01:00:00,31,64,0,0,1,0
4, 03:00:00,58,9,0,0,0,0
2, 03:00:00,52,23,1,0,1,0
4, 17:00:00,25,16,0,0,1,0
1, 18:00:00,18,30,0,0,1,0
3, 16:00:00,24,32,0,0,1,0
3, 06:00:00,25,7,0,0,0,0
4, 19:00:00,21,2,0,0,0,0
1, 16:00:00,27,36,0,0,1,0
6, 00:00:00,21,7,1,0,1,0
0, 23:00:00,28,19,1,1,1,0
6, 03:00:00,28,10,0,0,0,0
4, 16:00:00,21,50,1,0,1,0
4, 08:00:00,24,16,0,0,0,0
4, 22:00:00,31,13,0,0,1,0
5, 06:00:00,51,30,0,0,1,0
3, 22:00:00,23,39,0,0,1,1
5, 21:00:00,32,17,0,0,1,0
6, 14:00:00,34,15,0,0,0,1
5, 09:00:00,55,7,0,0,1,0
4, 02:00:00,29,32,0,1,1,0
1, 10:00:00,40,10,0,0,0,0
1, 13:00:00,44,23,0,0,1,1
0, 16:00:00,27,7,0,0,0,0
4, 13:00:00,41,43,0,0,0,1
6, 05:00:00,19,11,0,0,1,0
1, 22:00:00,35,30,0,0,1,1
3, 13:00:00,29,13,0,0,1,1
6, 11:00:00,27,16,0,0,0,0
0, 04:00:00,20,17,0,1,1,0
2, 22:00:00,22,4,0,1,1,0
2, 16:00:00,28,33,0,0,1,0
5, 10:00:00,26,59,0,0,1,1
6, 05:00:00,28,26,0,1,1,0
5, 20:00:00,58,22,1,0,1,0
2, 03:00:00,24,35,0,0,1,0
4, 16:00:00,18,10,0,0,0,0
1, 11:00:00,31,4,0,0,0,0
4, 06:00:00,21,62,0,0,1,0
2, 23:00:00,24,19,0,1,1,0
5, 16:00:00,26,12,0,0,1,0
1, 18:00:00,50,16,0,0,0,0
5, 21:00:00,41,26,0,0,1,0
3, 00:00:00,24,16,1,0,1,0
2, 06:00:00,22,17,0,0,1,0
0, 05:00:00,33,2,0,0,1,0
0, 14:00:00,28,28,1,0,0,0
0, 18:00:00,20,7,0,0,1,0
6, 22:00:00,72,13,1,0,1,1
6, 18:00:00,39,16,1,0,1,0
3, 12:00:00,37,13,0,1,1,0
2, 12:00:00,19,55,0,0,1,1
1, 19:00:00,53,27,0,0,0,0
1, 19:00:00,31,81,1,1,1,0
4, 16:00:00,28,24,1,0,1,1
2, 15:00:00,46,8,0,0,0,0
3, 04:00:00,57,11,0,0,0,0
5, 20:00:00,32,23,0,0,1,0
2, 14:00:00,31,32,0,0,1,0
4, 12:00:00,48,12,0,0,1,0
0, 06:00:00,27,8,0,0,0,0
4, 04:00:00,21,39,0,0,1,0
1, 13:00:00,41,16,0,1,0,0
2, 21:00:00,20,27,0,0,0,0
3, 16:00:00,37,22,0,1,0,0
5, 03:00:00,28,81,1,1,0,0
0, 04:00:00,27,34,0,0,1,0
1, 00:00:00,24,19,0,0,0,1
2, 17:00:00,23,3,0,0,0,1
3, 17:00:00,57,3,0,0,1,1
3, 20:00:00,20,12,0,0,0,0
3, 18:00:00,27,83,0,1,0,0
4, 00:00:00,18,18,0,1,1,0
3, 03:00:00,25,17,1,1,1,0
1, 13:00:00,40,25,0,0,1,1
1, 23:00:00,49,18,0,0,1,0
6, 06:00:00,23,27,0,1,1,1
4, 23:00:00,19,27,0,0,1,0
3, 16:00:00,77,36,0,0,1,1
2, 21:00:00,32,3,0,0,0,0
4, 13:00:00,32,2,0,0,1,0
0, 15:00:00,30,5,0,0,0,1
5, 02:00:00,33,17,0,0,1,0
1, 15:00:00,41,13,0,0,1,0
6, 18:00:00,27,31,0,0,1,1
0, 20:00:00,18,66,0,0,1,0
3, 18:00:00,24,13,0,0,0,0
1, 16:00:00,57,10,0,0,1,1
5, 06:00:00,26,10,0,0,1,0
0, 19:00:00,28,6,0,0,0,0
6, 14:00:00,48,66,1,0,0,0
4, 00:00:00,24,35,0,0,1,0
4, 21:00:00,23,10,1,0,1,0
5, 00:00:00,25,67,0,0,0,0
1, 18:00:00,18,23,0,0,1,0
6, 05:00:00,31,2,1,1,1,0
3, 19:00:00,47,27,0,1,1,1
1, 16:00:00,33,3,0,0,0,0
5, 21:00:00,30,60,0,0,1,0
5, 20:00:00,36,31,0,0,1,0
1, 13:00:00,27,37,0,0,1,1
4, 12:00:00,46,12,0,0,0,0
6, 16:00:00,41,19,0,0,1,0
5, 18:00:00,38,20,1,1,1,0
0, 16:00:00,38,18,0,1,0,0
0, 00:00:00,18,30,0,0,0,0
6, 18:00:00,35,8,0,1,0,0
6, 22:00:00,60,12,0,1,0,0
4, 22:00:00,21,20,0,0,1,0
1, 10:00:00,30,7,0,0,1,0
0, 02:00:00,25,5,0,0,1,0
3, 21:00:00,27,5,0,0,1,0
5, 19:00:00,41,21,0,1,1,1
5, 13:00:00,27,5,0,0,1,1
4, 15:00:00,35,10,0,0,0,0
4, 02:00:00,39,4,0,0,0,0
2, 01:00:00,26,61,0,1,1,0
4, 10:00:00,40,15,0,0,1,0
4, 08:00:00,32,42,0,0,1,0
0, 01:00:00,26,20,0,0,1,0
3, 23:00:00,24,12,0,0,0,1
0, 13:00:00,31,2,0,0,0,0
3, 05:00:00,21,23,0,1,0,1
4, 01:00:00,42,13,0,0,1,0
2, 18:00:00,21,6,0,0,0,0
6, 03:00:00,34,9,0,1,0,0
3, 20:00:00,26,24,0,0,1,1
5, 23:00:00,23,6,0,0,0,0
1, 05:00:00,34,21,0,0,1,1
5, 05:00:00,32,37,0,1,1,0
6, 12:00:00,40,21,0,0,1,0
6, 19:00:00,36,16,0,0,0,0
4, 23:00:00,45,53,0,0,1,0
1, 01:00:00,42,6,0,0,1,0
2, 21:00:00,24,29,0,1,1,0
2, 23:00:00,21,32,0,0,1,0
2, 23:00:00,33,22,0,0,1,0
6, 02:00:00,17,32,0,0,1,0
3, 09:00:00,22,30,0,0,1,0
5, 05:00:00,19,30,0,0,0,1
2, 04:00:00,19,49,0,0,1,0
0, 21:00:00,23,56,0,1,0,1
6, 19:00:00,22,69,0,0,1,0
4, 17:00:00,28,9,0,1,0,0
0, 02:00:00,46,16,0,0,1,0
5, 08:00:00,41,50,0,0,0,0
4, 19:00:00,44,23,0,0,0,1
2, 17:00:00,18,42,0,0,0,0
5, 17:00:00,30,28,1,0,1,0
0, 15:00:00,61,13,0,1,1,0
4, 13:00:00,27,27,0,0,1,0
4, 14:00:00,34,25,0,0,0,0
6, 15:00:00,36,14,0,0,1,0
2, 02:00:00,30,44,1,0,1,1
3, 07:00:00,39,12,0,0,1,0
6, 22:00:00,39,12,0,1,0,0
2, 06:00:00,18,13,0,0,0,0
3, 05:00:00,48,18,1,0,0,1
0, 13:00:00,21,35,0,0,1,0
5, 17:00:00,24,26,0,1,1,0
0, 18:00:00,29,36,0,1,0,0
3, 23:00:00,45,25,0,0,0,0
1, 23:00:00,21,3,0,1,0,1
5, 18:00:00,34,26,0,0,1,1
6, 01:00:00,25,14,0,0,1,0
0, 02:00:00,25,52,0,1,0,0
1, 08:00:00,18,29,0,1,1,0
2, 13:00:00,33,36,0,1,0,0
2, 06:00:00,55,33,0,0,0,0
0, 19:00:00,20,11,0,0,1,1
5, 16:00:00,41,33,0,0,1,0
6, 19:00:00,48,43,1,1,0,0
5, 18:00:00,31,45,0,0,1,0
0, 23:00:00,29,6,0,0,0,0
0, 04:00:00,43,30,0,0,1,0
2, 20:00:00,35,36,0,0,1,0
1, 11:00:00,31,9,1,0,1,0
2, 10:00:00,34,37,0,0,0,0
0, 12:00:00,30,46,0,0,1,0
4, 16:00:00,17,7,0,0,0,0
0, 16:00:00,19,22,0,0,0,0
4, 20:00:00,42,12,1,0,1,0
3, 23:00:00,20,17,0,0,0,0
6, 14:00:00,26,30,0,0,1,1
1, 18:00:00,39,6,0,1,1,0
3, 05:00:00,29,31,1,0,1,0
6, 09:00:00,22,14,0,0,0,0
6, 00:00:00,24,21,0,0,0,0
6, 02:00:00,28,28,0,0,1,1
5, 01:00:00,31,30,0,0,0,0
6, 09:00:00,35,23,0,0,1,0
3, 18:00:00,28,6,0,0,0,1
6, 22:00:00,21,11,0,0,1,0
3, 07:00:00,20,37,0,0,0,0
6, 12:00:00,31,11,0,0,1,0
2, 14:00:00,27,31,0,0,1,0
3, 16:00:00,39,41,1,1,0,0
1, 00:00:00,31,30,0,0,1,1
3, 13:00:00,22,19,0,0,1,1
5, 19:00:00,25,40,0,0,1,0
4, 07:00:00,33,34,0,0,1,0
3, 22:00:00,41,16,0,0,0,1
4, 23:00:00,42,10,0,1,0,0
2, 08:00:00,32,8,0,0,0,0
3, 23:00:00,29,10,0,0,1,0
1, 00:00:00,24,24,0,0,1,0
5, 02:00:00,41,22,0,0,1,0
6, 15:00:00,52,11,0,0,1,0
4, 23:00:00,36,11,1,0,1,1
0, 06:00:00,54,21,0,0,1,0
1, 09:00:00,30,6,0,0,0,0
5, 04:00:00,39,7,0,0,1,0
5, 21:00:00,18,32,0,0,1,0
0, 11:00:00,23,22,0,0,1,0
5, 16:00:00,43,20,1,0,1,0
3, 19:00:00,30,8,0,0,0,0
5, 03:00:00,25,17,0,1,1,0
5, 07:00:00,20,43,0,0,1,1
1, 18:00:00,33,13,0,0,0,0
6, 20:00:00,48,19,0,0,0,0
0, 01:00:00,34,22,1,0,1,1
0, 21:00:00,36,12,0,0,0,0
3, 07:00:00,54,21,0,0,0,0
6, 15:00:00,57,19,0,0,0,0
0, 03:00:00,33,6,0,0,1,0
4, 12:00:00,28,22,0,0,1,0
0, 06:00:00,28,17,0,0,1,0
3, 00:00:00,30,19,0,0,1,0
3, 10:00:00,30,21,0,0,0,1
6, 07:00:00,44,11,1,0,1,0
6, 02:00:00,41,16,1,1,1,0
5, 18:00:00,33,23,0,0,1,0
4, 00:00:00,18,11,0,0,0,0
4, 17:00:00,25,5,0,0,0,0
3, 15:00:00,24,19,0,1,1,1
6, 02:00:00,36,26,0,0,0,0
1, 09:00:00,41,17,0,0,0,0
2, 07:00:00,31,34,0,1,1,0
5, 20:00:00,27,23,0,0,1,0
0, 02:00:00,53,24,0,0,0,0
2, 21:00:00,32,1,0,1,0,0
3, 02:00:00,19,22,0,0,0,0
1, 12:00:00,25,6,0,0,1,0
6, 02:00:00,32,40,0,0,0,1
6, 20:00:00,21,16,0,0,1,0
6, 23:00:00,43,54,0,0,1,0
4, 18:00:00,26,24,0,0,1,0
5, 01:00:00,32,23,0,1,1,0
2, 14:00:00,64,19,0,0,1,0
5, 22:00:00,25,18,0,0,1,0
4, 11:00:00,23,1,0,0,0,0
1, 02:00:00,33,11,0,1,1,0
3, 15:00:00,28,14,0,0,1,1
5, 05:00:00,21,74,0,0,1,0
2, 16:00:00,26,4,0,1,1,0
1, 11:00:00,47,11,0,0,0,0
2, 20:00:00,18,6,0,0,1,0
2, 20:00:00,28,37,0,0,1,0
2, 16:00:00,44,4,1,0,1,0
0, 23:00:00,29,30,0,0,1,0
5, 18:00:00,32,12,0,0,1,0
6, 11:00:00,35,44,0,0,1,0
4, 02:00:00,26,26,0,0,1,0
1, 10:00:00,40,45,0,0,1,0
3, 18:00:00,25,35,0,0,1,0
2, 02:00:00,35,34,0,0,0,0
4, 14:00:00,26,48,0,0,1,0
0, 15:00:00,26,40,0,0,1,0
4, 10:00:00,54,11,1,0,0,0
0, 15:00:00,21,11,0,0,0,1
0, 02:00:00,57,14,0,0,0,0
2, 15:00:00,47,24,0,0,0,0
6, 03:00:00,18,27,0,0,1,0
4, 01:00:00,26,9,0,1,1,1
1, 01:00:00,53,13,0,0,1,0
4, 22:00:00,22,42,0,0,1,0
6, 17:00:00,29,11,0,0,1,1
0, 17:00:00,20,33,1,1,1,0
3, 00:00:00,28,26,0,1,1,0
2, 01:00:00,26,40,0,1,0,0
4, 02:00:00,22,17,0,0,1,0
0, 16:00:00,64,3,0,0,0,0
1, 22:00:00,28,19,0,0,1,0
2, 22:00:00,24,38,0,1,1,0
4, 14:00:00,24,30,0,0,0,0
5, 11:00:00,40,38,0,0,0,0
2, 07:00:00,24,36,0,1,0,1
1, 01:00:00,20,19,0,0,1,0
0, 02:00:00,18,38,0,0,1,0
0, 17:00:00,21,61,0,0,1,1
6, 01:00:00,30,26,0,1,0,0
2, 02:00:00,21,15,0,1,1,0
6, 09:00:00,34,83,0,0,1,0
4, 20:00:00,26,50,0,0,1,0
5, 05:00:00,32,3,0,0,1,0
1, 07:00:00,25,30,0,1,1,0
2, 12:00:00,24,49,0,0,1,0
3, 23:00:00,19,58,0,0,1,0
3, 22:00:00,38,4,0,0,0,1
6, 17:00:00,34,6,0,1,0,1
0, 14:00:00,39,4,0,1,0,0
5, 23:00:00,47,9,0,0,0,0
1, 04:00:00,24,5,0,0,1,0
2, 17:00:00,62,20,0,0,1,0
1, 12:00:00,22,22,0,0,1,0
4, 07:00:00,23,6,0,0,0,1
3, 22:00:00,40,30,0,0,0,0
6, 08:00:00,19,47,0,0,1,0
2, 22:00:00,27,20,0,1,1,0
2, 16:00:00,18,14,0,0,0,0
2, 07:00:00,20,14,0,0,1,0
3, 14:00:00,22,25,0,0,1,1
2, 01:00:00,48,5,0,0,0,0
4, 05:00:00,26,22,0,0,1,1
3, 13:00:00,45,4,1,0,0,0
3, 19:00:00,23,40,0,1,1,0
3, 18:00:00,36,22,0,0,1,0
3, 16:00:00,50,1,0,0,0,0
0, 19:00:00,30,18,0,0,1,0
1, 12:00:00,31,5,0,0,0,0
5, 16:00:00,19,30,0,0,0,0
6, 17:00:00,24,11,0,1,1,1
0, 20:00:00,38,34,0,1,0,0
3, 10:00:00,33,6,0,0,0,0
6, 02:00:00,35,46,0,0,1,0
5, 15:00:00,22,14,0,0,1,0
5, 02:00:00,20,6,0,0,1,0
2, 01:00:00,37,16,0,0,1,0
6, 10:00:00,37,12,0,0,1,0
2, 21:00:00,36,19,1,0,1,0
5, 22:00:00,24,23,0,0,0,0
5, 22:00:00,44,28,0,0,1,0
2, 21:00:00,26,5,1,1,1,0
3, 20:00:00,17,5,0,0,0,0
6, 23:00:00,53,14,0,0,1,0
4, 17:00:00,48,6,0,0,0,0
5, 17:00:00,29,6,1,1,0,1
0, 19:00:00,19,27,0,0,1,1
4, 01:00:00,27,31,1,1,1,0
6, 18:00:00,28,16,0,0,1,0
4, 15:00:00,41,34,0,0,0,0
4, 19:00:00,43,23,1,0,1,0
4, 18:00:00,29,23,1,0,1,0
3, 16:00:00,27,23,0,1,0,0
0, 02:00:00,25,10,0,0,1,0
1, 17:00:00,61,20,0,0,1,0
0, 14:00:00,49,23,0,0,1,0
1, 15:00:00,37,42,0,0,0,0
5, 04:00:00,24,21,0,0,1,1
4, 05:00:00,17,12,0,0,1,0
5, 20:00:00,36,17,1,0,1,0
4, 16:00:00,72,18,0,0,1,0
6, 03:00:00,33,2,1,0,1,1
5, 14:00:00,33,13,0,0,0,0
3, 21:00:00,23,9,0,0,0,0
4, 13:00:00,20,7,0,1,0,0
1, 02:00:00,57,23,0,0,1,0
6, 01:00:00,20,18,0,0,1,0
1, 20:00:00,29,35,0,0,1,0
0, 13:00:00,23,30,0,0,1,0
3, 18:00:00,38,13,0,0,0,0
6, 00:00:00,38,37,0,0,1,0
1, 17:00:00,41,37,0,1,0,0
1, 13:00:00,24,3,0,0,1,0
1, 19:00:00,30,5,0,0,1,0
0, 17:00:00,38,26,0,1,0,0
6, 02:00:00,40,7,0,0,1,0
0, 02:00:00,44,19,0,1,0,0
6, 22:00:00,27,7,0,1,0,0
1, 03:00:00,49,10,0,0,0,0
2, 17:00:00,20,18,0,0,1,0
0, 03:00:00,22,20,0,0,1,0
0, 23:00:00,16,10,0,0,0,0
6, 21:00:00,34,9,0,0,0,0
2, 16:00:00,33,18,0,0,1,0
5, 02:00:00,21,16,0,0,0,0
0, 04:00:00,17,19,0,0,1,1
6, 05:00:00,22,23,1,1,1,0
0, 21:00:00,50,24,0,0,0,0
3, 00:00:00,33,25,0,0,0,0
5, 12:00:00,36,5,0,0,0,0
2, 11:00:00,32,5,0,1,0,0
2, 16:00:00,44,72,0,0,0,0
5, 17:00:00,55,6,0,1,0,0
4, 16:00:00,29,24,0,0,0,0
2, 23:00:00,40,4,0,0,1,0
5, 23:00:00,28,20,1,1,1,0
1, 11:00:00,35,8,0,0,0,0
0, 17:00:00,41,33,0,0,1,0
2, 11:00:00,24,30,0,0,0,0
5, 15:00:00,26,13,0,0,0,0
3, 09:00:00,26,31,0,0,0,0
